card_brand,card_type,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,account_age,pin_age,card_brand_encoded
1.0,0.0,1,2,9852.0,2006-02-01,2026,0,20,0,1
1.0,0.0,1,1,20479.0,2008-03-01,2022,0,18,4,1
1.0,1.0,1,1,100.0,2008-03-01,2025,0,18,1,1
1.0,1.0,1,2,9200.0,2011-05-01,2025,0,15,1,1
1.0,0.0,1,1,17314.0,2009-03-01,2025,0,17,1,1
1.0,0.0,1,1,20605.0,2006-07-01,2025,0,20,1,1
1.0,1.0,0,2,9500.0,2003-08-01,2021,0,23,5,0
1.0,0.0,1,1,34065.0,2019-07-01,2019,0,7,7,1
1.0,1.0,1,1,16200.0,2008-04-01,2013,0,18,13,1
2.0,1.0,1,2,2.0,2008-03-01,2010,0,18,16,2
2.0,0.0,1,1,26714.0,2026-02-01,2010,0,0,16,2
2.0,0.0,1,2,41084.0,2003-10-01,2026,0,23,0,2
1.0,0.0,1,2,11392.0,2006-07-01,2015,0,20,11,1
1.0,0.0,1,2,21205.0,2007-12-01,2025,0,19,1,1
1.0,0.0,1,2,22409.0,2014-05-01,2014,0,12,12,1
2.0,1.0,1,1,74.0,2008-07-01,2025,0,18,1,2
1.0,0.0,0,2,27298.0,2003-05-01,2007,0,23,19,1
1.0,1.0,1,1,61.0,2008-03-01,2010,0,18,16,1
1.0,1.0,0,2,8500.0,2020-02-01,2020,0,6,6,1
2.0,0.0,1,2,29078.0,2020-02-01,2020,0,6,6,2
2.0,0.0,1,2,11868.0,2007-02-01,2015,0,19,11,2
2.0,0.0,1,1,9708.0,2006-11-01,2013,0,20,13,2
1.0,0.0,1,2,16541.0,2005-07-01,2025,0,21,1,1
1.0,0.0,0,2,11094.0,2011-10-01,2025,0,15,1,1
1.0,0.0,1,1,7535.0,2011-09-01,2025,0,15,1,1
2.0,0.0,1,1,24296.0,2018-11-01,2018,0,8,8,2
1.0,0.0,1,1,20816.0,2011-12-01,2025,0,15,1,1
1.0,1.0,1,2,14700.0,2008-03-01,2019,0,18,7,0
2.0,0.0,0,2,17145.0,2009-06-01,2010,0,17,16,2
2.0,0.0,1,1,11391.0,2025-09-01,2015,0,1,11,2
1.0,1.0,1,2,69.0,2012-11-01,2026,0,14,0,1
1.0,1.0,1,2,9100.0,2010-06-01,2016,0,16,10,1
1.0,0.0,1,2,22137.0,2007-06-01,2007,0,19,19,1
1.0,0.0,0,1,13698.0,2008-11-01,2010,0,18,16,1
1.0,0.0,1,1,17598.0,2009-04-01,2024,0,17,2,1
2.0,0.0,1,1,20839.0,2011-07-01,2025,0,15,1,2
2.0,0.0,1,1,28004.0,2018-10-01,2018,0,8,8,2
1.0,0.0,1,1,19114.0,2009-11-01,2010,0,17,16,1
1.0,0.0,1,2,13657.0,2011-12-01,2025,0,15,1,1
1.0,0.0,1,1,23404.0,2003-02-01,2010,0,23,16,1
1.0,0.0,1,2,4898.0,2007-03-01,2015,0,19,11,1
1.0,1.0,1,1,5500.0,2001-03-01,2010,0,25,16,1
2.0,1.0,1,1,5900.0,2009-08-01,2010,0,17,16,2
1.0,0.0,0,1,26404.0,2008-08-01,2025,0,18,1,1
1.0,0.0,0,1,18773.0,2017-06-01,2017,0,9,9,1
2.0,0.0,0,2,21087.0,2009-08-01,2024,0,17,2,2
2.0,1.0,1,2,14400.0,2011-02-01,2025,0,15,1,2
2.0,1.0,1,1,11400.0,2005-11-01,2010,0,21,16,2
1.0,0.0,1,1,11159.0,1998-05-01,2015,0,28,11,1
2.0,1.0,1,3,45.0,2006-11-01,2026,0,20,0,2
2.0,1.0,1,2,6400.0,2003-09-01,2010,0,23,16,2
1.0,0.0,1,1,14070.0,2003-08-01,2014,0,23,12,1
1.0,0.0,0,2,2159.0,2002-12-01,2006,0,24,20,1
1.0,0.0,1,1,26425.0,2011-06-01,2025,0,15,1,1
1.0,0.0,1,2,66781.0,2007-11-01,2024,0,19,2,1
2.0,0.0,1,1,47684.0,2013-08-01,2013,0,13,13,2
1.0,1.0,1,1,27700.0,2007-10-01,2013,0,19,13,1
2.0,1.0,1,2,10700.0,2013-07-01,2013,0,13,13,2
2.0,0.0,1,1,11885.0,2008-10-01,2025,0,18,1,2
1.0,0.0,1,2,785.0,2010-09-01,2010,0,16,16,1
2.0,1.0,1,2,6900.0,2001-10-01,2025,0,25,1,2
2.0,0.0,1,1,22457.0,2006-04-01,2010,0,20,16,2
1.0,0.0,1,2,14701.0,2011-06-01,2025,0,15,1,1
2.0,1.0,1,1,3.0,2009-07-01,2020,0,17,6,2
1.0,1.0,1,2,44.0,2010-05-01,2010,0,16,16,1
1.0,0.0,1,1,27590.0,2009-03-01,2010,0,17,16,1
2.0,0.0,1,1,37338.0,2011-09-01,2025,0,15,1,2
1.0,1.0,1,1,15500.0,2007-09-01,2026,0,19,0,1
2.0,0.0,1,2,33807.0,2005-12-01,2022,0,21,4,2
2.0,0.0,1,2,24056.0,2002-10-01,2024,0,24,2,2
2.0,1.0,1,2,11400.0,1998-06-01,2007,0,28,19,2
2.0,1.0,1,1,11000.0,2007-02-01,2010,0,19,16,2
1.0,0.0,1,2,2307.0,2008-11-01,2010,0,18,16,1
2.0,0.0,1,2,10362.0,2009-04-01,2015,0,17,11,2
2.0,0.0,1,1,37318.0,2012-10-01,2026,0,14,0,2
1.0,1.0,1,1,22800.0,2007-08-01,2007,0,19,19,1
2.0,0.0,1,1,57294.0,2007-03-01,2010,0,19,16,2
1.0,0.0,1,2,30024.0,2011-05-01,2025,0,15,1,1
2.0,1.0,1,2,37400.0,2011-12-01,2025,0,15,1,2
1.0,0.0,1,2,21147.0,2020-02-01,2020,0,6,6,1
1.0,0.0,1,1,11857.0,2009-04-01,2025,0,17,1,1
2.0,0.0,1,1,21148.0,2005-11-01,2025,0,21,1,2
2.0,1.0,1,1,7500.0,2026-11-01,2016,0,0,10,2
2.0,0.0,1,2,16261.0,2010-08-01,2016,0,16,10,2
1.0,0.0,1,2,14116.0,2006-05-01,2015,0,20,11,1
1.0,0.0,1,2,12461.0,2020-02-01,2020,0,6,6,1
1.0,0.0,1,2,17386.0,2017-02-01,2017,0,9,9,1
2.0,1.0,0,2,11300.0,2020-02-01,2020,0,6,6,2
2.0,0.0,0,2,1.0,2014-08-01,2014,0,12,12,2
1.0,1.0,1,2,0.0,2005-05-01,2026,0,21,0,1
2.0,0.0,1,1,23069.0,2020-02-01,2020,0,6,6,2
2.0,0.0,1,1,15578.0,2013-02-01,2013,0,13,13,2
1.0,0.0,1,1,29648.0,2008-10-01,2025,0,18,1,1
1.0,0.0,1,1,9257.0,2009-05-01,2024,0,17,2,1
2.0,0.0,1,1,319.0,2002-07-01,2016,0,24,10,2
2.0,0.0,1,2,23343.0,2011-11-01,2025,0,15,1,2
1.0,0.0,1,2,18624.0,2011-10-01,2025,0,15,1,1
2.0,0.0,1,1,15145.0,2015-04-01,2015,0,11,11,2
2.0,1.0,1,1,94.0,1994-12-01,2025,0,32,1,2
1.0,0.0,1,2,43984.0,2008-09-01,2013,0,18,13,1
2.0,1.0,1,2,20600.0,2012-09-01,2026,0,14,0,2
1.0,0.0,1,2,29144.0,2007-08-01,2010,0,19,16,1
1.0,0.0,1,2,25613.0,2011-08-01,2016,0,15,10,1
1.0,0.0,1,2,24954.0,2020-02-01,2020,0,6,6,1
1.0,0.0,1,1,24638.0,2010-06-01,2010,0,16,16,1
2.0,0.0,1,2,10099.0,2009-06-01,2013,0,17,13,2
2.0,0.0,1,2,15018.0,2011-02-01,2025,0,15,1,2
1.0,0.0,1,2,31292.0,2015-12-01,2015,0,11,11,1
2.0,0.0,1,2,25639.0,2010-11-01,2010,0,16,16,2
2.0,1.0,1,2,10200.0,2016-07-01,2016,0,10,10,2
1.0,0.0,1,2,8653.0,2020-02-01,2020,0,6,6,1
2.0,1.0,1,2,9100.0,2008-09-01,2022,0,18,4,2
2.0,1.0,1,2,4100.0,2020-02-01,2020,0,6,6,2
1.0,0.0,1,2,12736.0,2009-02-01,2014,0,17,12,1
1.0,0.0,1,1,12930.0,2008-08-01,2022,0,18,4,1
1.0,0.0,1,1,12457.0,2015-07-01,2015,0,11,11,1
2.0,1.0,1,1,145.0,2015-03-01,2015,0,11,11,2
1.0,1.0,1,1,8600.0,2000-11-01,2014,0,26,12,0
1.0,0.0,0,2,14098.0,2006-12-01,2024,0,20,2,1
2.0,1.0,1,1,8400.0,2020-02-01,2020,0,6,6,2
1.0,0.0,1,1,16679.0,2012-06-01,2026,0,14,0,1
2.0,0.0,1,1,13030.0,2011-03-01,2025,0,15,1,2
2.0,0.0,1,2,14611.0,2008-06-01,2022,0,18,4,2
1.0,0.0,1,2,11740.0,2020-02-01,2020,0,6,6,1
1.0,0.0,1,1,14178.0,1995-08-01,2010,0,31,16,1
1.0,1.0,1,1,5900.0,2001-06-01,2016,0,25,10,0
1.0,0.0,1,2,13955.0,2007-07-01,2022,0,19,4,1
2.0,1.0,1,1,15600.0,2006-02-01,2025,0,20,1,2
1.0,0.0,1,1,38814.0,2016-10-01,2016,0,10,10,1
1.0,0.0,1,1,15297.0,2013-09-01,2013,0,13,13,1
1.0,1.0,1,2,62.0,2002-07-01,2025,0,24,1,1
1.0,1.0,1,2,51.0,2006-06-01,2006,0,20,20,1
1.0,0.0,1,1,13201.0,2014-06-01,2014,0,12,12,1
2.0,0.0,1,1,12353.0,2013-05-01,2013,0,13,13,2
2.0,0.0,1,1,18223.0,2012-06-01,2026,0,14,0,2
2.0,0.0,1,1,18757.0,2018-03-01,2018,0,8,8,2
1.0,1.0,1,1,7600.0,2010-08-01,2010,0,16,16,1
1.0,0.0,1,1,17832.0,2013-10-01,2013,0,13,13,1
2.0,0.0,1,1,17536.0,2006-06-01,2007,0,20,19,2
2.0,0.0,0,1,30393.0,2013-08-01,2013,0,13,13,2
2.0,1.0,1,1,3100.0,2007-03-01,2022,0,19,4,2
1.0,1.0,1,1,6200.0,2005-08-01,2010,0,21,16,1
2.0,1.0,1,1,7400.0,2007-10-01,2019,0,19,7,2
1.0,0.0,1,2,14801.0,2018-08-01,2018,0,8,8,1
2.0,1.0,1,2,11000.0,2005-05-01,2020,0,21,6,2
2.0,0.0,1,1,18365.0,2007-08-01,2010,0,19,16,2
2.0,0.0,1,1,15721.0,2025-09-01,2025,0,1,1,2
2.0,1.0,1,2,8000.0,2014-06-01,2014,0,12,12,2
1.0,0.0,1,2,2264.0,2020-02-01,2020,0,6,6,1
2.0,1.0,1,1,58.0,2020-02-01,2020,0,6,6,2
1.0,0.0,0,1,21908.0,2009-12-01,2024,0,17,2,1
2.0,1.0,1,2,15700.0,2008-07-01,2025,0,18,1,2
2.0,1.0,1,2,5700.0,2007-03-01,2010,0,19,16,2
1.0,0.0,1,2,8993.0,2007-08-01,2010,0,19,16,1
1.0,1.0,1,1,8000.0,2006-11-01,2024,0,20,2,0
2.0,0.0,0,2,311.0,2001-06-01,2025,0,25,1,2
1.0,0.0,1,1,23399.0,2020-02-01,2020,0,6,6,1
1.0,0.0,0,2,12100.0,2010-06-01,2015,0,16,11,1
1.0,1.0,1,2,49.0,2007-02-01,2017,0,19,9,1
1.0,0.0,1,2,24772.0,2010-08-01,2010,0,16,16,1
2.0,1.0,1,2,15300.0,2020-02-01,2020,0,6,6,2
1.0,1.0,1,2,55.0,2008-05-01,2022,0,18,4,1
1.0,0.0,1,1,13558.0,2020-02-01,2020,0,6,6,1
2.0,0.0,1,2,11237.0,2020-02-01,2020,0,6,6,2
1.0,0.0,1,1,957.0,2008-11-01,2026,0,18,0,1
1.0,1.0,1,1,4900.0,2026-04-01,2004,0,0,22,1
2.0,0.0,1,1,7967.0,2015-07-01,2015,0,11,11,2
1.0,0.0,1,2,12490.0,2016-05-01,2016,0,10,10,1
2.0,0.0,1,2,1663.0,2020-02-01,2020,0,6,6,2
2.0,1.0,1,2,11800.0,2020-02-01,2020,0,6,6,2
1.0,1.0,1,1,15200.0,2026-09-01,2014,0,0,12,1
1.0,0.0,1,2,1633.0,2026-03-01,2025,0,0,1,1
2.0,0.0,1,1,22704.0,2015-12-01,2015,0,11,11,2
2.0,0.0,1,1,24069.0,2011-06-01,2025,0,15,1,2
2.0,0.0,1,1,35073.0,2009-06-01,2024,0,17,2,2
1.0,0.0,1,2,17731.0,2007-09-01,2025,0,19,1,1
1.0,0.0,1,1,33980.0,2007-04-01,2010,0,19,16,1
1.0,0.0,1,1,41714.0,2013-05-01,2013,0,13,13,1
1.0,0.0,0,1,21466.0,2013-04-01,2013,0,13,13,1
1.0,0.0,1,1,30547.0,2008-09-01,2022,0,18,4,1
1.0,1.0,1,1,114.0,2005-02-01,2024,0,21,2,1
1.0,0.0,1,2,14934.0,2010-12-01,2010,0,16,16,1
1.0,0.0,1,1,20294.0,2010-11-01,2010,0,16,16,1
2.0,0.0,0,2,20674.0,2020-02-01,2020,0,6,6,2
1.0,1.0,1,2,14000.0,2006-04-01,2007,0,20,19,1
2.0,0.0,1,2,9310.0,2026-08-01,2024,0,0,2,2
2.0,1.0,1,1,10200.0,2005-02-01,2022,0,21,4,2
2.0,0.0,1,2,9477.0,2008-03-01,2014,0,18,12,2
1.0,0.0,1,2,6795.0,2001-04-01,2024,0,25,2,1
1.0,0.0,1,1,15702.0,2006-06-01,2007,0,20,19,1
2.0,1.0,1,2,8200.0,2006-07-01,2013,0,20,13,2
1.0,1.0,1,1,5500.0,2003-04-01,2010,0,23,16,1
1.0,0.0,1,3,15774.0,2002-03-01,2007,0,24,19,1
2.0,1.0,1,2,8800.0,2006-03-01,2015,0,20,11,2
2.0,0.0,0,1,26206.0,2018-02-01,2018,0,8,8,2
1.0,0.0,1,1,31113.0,2013-10-01,2013,0,13,13,1
2.0,0.0,1,1,66287.0,2020-02-01,2020,0,6,6,2
2.0,0.0,1,1,36271.0,2007-02-01,2010,0,19,16,2
1.0,0.0,1,2,5391.0,2006-05-01,2013,0,20,13,1
2.0,0.0,1,2,17537.0,2005-02-01,2010,0,21,16,2
1.0,0.0,1,1,18019.0,2020-02-01,2020,0,6,6,1
1.0,1.0,1,2,17100.0,2001-06-01,2025,0,25,1,1
2.0,1.0,1,2,12700.0,2015-06-01,2015,0,11,11,2
1.0,0.0,1,1,54517.0,2013-06-01,2013,0,13,13,1
1.0,1.0,1,2,14900.0,2008-05-01,2022,0,18,4,1
1.0,0.0,0,2,30713.0,2011-08-01,2016,0,15,10,1
1.0,0.0,1,2,33158.0,2009-06-01,2013,0,17,13,1
2.0,1.0,1,2,29.0,2008-08-01,2014,0,18,12,2
2.0,1.0,1,2,12500.0,2016-10-01,2016,0,10,10,2
1.0,0.0,1,1,5989.0,2008-06-01,2014,0,18,12,1
1.0,0.0,1,3,4394.0,2009-07-01,2024,0,17,2,1
2.0,1.0,1,1,85.0,2016-07-01,2016,0,10,10,2
1.0,1.0,1,1,10600.0,2010-07-01,2013,0,16,13,1
1.0,1.0,1,2,14700.0,2006-07-01,2022,0,20,4,1
1.0,1.0,0,1,8800.0,2010-10-01,2010,0,16,16,1
1.0,0.0,1,2,12653.0,2007-03-01,2026,0,19,0,1
1.0,1.0,0,1,11400.0,2003-03-01,2014,0,23,12,0
1.0,1.0,0,1,6500.0,2003-06-01,2026,0,23,0,1
1.0,0.0,1,1,1407.0,2010-09-01,2018,0,16,8,1
1.0,0.0,1,2,11402.0,2011-04-01,2025,0,15,1,1
1.0,0.0,1,2,4501.0,2025-04-01,2015,0,1,11,1
1.0,0.0,1,1,1399.0,2009-11-01,2024,0,17,2,1
1.0,0.0,1,2,14466.0,1995-11-01,2007,0,31,19,1
2.0,1.0,1,3,7800.0,2020-02-01,2020,0,6,6,2
1.0,0.0,0,1,570.0,2009-02-01,2010,0,17,16,1
1.0,0.0,1,2,13187.0,2010-12-01,2010,0,16,16,1
1.0,1.0,1,1,50.0,2020-02-01,2020,0,6,6,1
1.0,1.0,1,1,8900.0,2010-04-01,2010,0,16,16,1
1.0,0.0,1,2,10227.0,2009-11-01,2026,0,17,0,1
1.0,0.0,1,2,2507.0,2008-09-01,2010,0,18,16,1
2.0,1.0,1,2,19400.0,2025-05-01,2025,0,1,1,2
1.0,0.0,0,1,29268.0,2007-02-01,2010,0,19,16,1
2.0,0.0,1,2,10756.0,2011-09-01,2025,0,15,1,2
1.0,1.0,1,2,57.0,2020-02-01,2020,0,6,6,1
2.0,1.0,1,2,4200.0,2018-10-01,2018,0,8,8,2
2.0,1.0,1,2,5800.0,2008-03-01,2025,0,18,1,2
2.0,1.0,1,3,9300.0,2014-04-01,2014,0,12,12,2
1.0,1.0,1,1,56.0,2006-09-01,2024,0,20,2,1
1.0,1.0,1,1,8200.0,2006-03-01,2014,0,20,12,1
1.0,1.0,0,2,78.0,2020-02-01,2020,0,6,6,1
1.0,0.0,1,1,11495.0,2026-10-01,2014,0,0,12,1
1.0,0.0,0,2,13139.0,2020-02-01,2020,0,6,6,1
2.0,1.0,1,1,8900.0,2020-02-01,2020,0,6,6,2
2.0,0.0,0,1,4976.0,2006-04-01,2014,0,20,12,2
1.0,0.0,1,1,974.0,2026-08-01,2022,0,0,4,1
2.0,1.0,1,2,2000.0,2020-02-01,2020,0,6,6,2
2.0,1.0,1,2,10600.0,2009-03-01,2025,0,17,1,2
1.0,1.0,1,2,7100.0,2014-04-01,2014,0,12,12,1
2.0,1.0,1,1,6800.0,2002-05-01,2026,0,24,0,2
1.0,0.0,1,2,4887.0,2009-07-01,2015,0,17,11,1
1.0,0.0,1,2,8133.0,2001-09-01,2026,0,25,0,1
1.0,0.0,1,1,62703.0,2001-05-01,2007,0,25,19,1
2.0,0.0,1,1,18945.0,2013-12-01,2013,0,13,13,2
1.0,1.0,1,2,6600.0,2010-03-01,2025,0,16,1,0
2.0,0.0,1,1,11996.0,2011-09-01,2025,0,15,1,2
1.0,0.0,1,1,18026.0,2011-08-01,2025,0,15,1,1
2.0,0.0,0,2,9946.0,2019-07-01,2019,0,7,7,2
2.0,1.0,0,1,5100.0,2005-12-01,2010,0,21,16,2
2.0,0.0,1,1,36515.0,2013-03-01,2013,0,13,13,2
1.0,0.0,1,2,10348.0,2007-02-01,2014,0,19,12,1
1.0,1.0,1,1,3300.0,2010-11-01,2010,0,16,16,1
1.0,1.0,1,2,63.0,2009-09-01,2025,0,17,1,1
2.0,0.0,1,1,31491.0,2014-08-01,2014,0,12,12,2
2.0,1.0,1,2,73.0,2015-11-01,2015,0,11,11,2
1.0,0.0,1,2,2290.0,2005-07-01,2025,0,21,1,1
1.0,0.0,1,2,3565.0,2020-02-01,2020,0,6,6,1
2.0,0.0,1,1,17111.0,2009-02-01,2010,0,17,16,2
2.0,0.0,1,2,21264.0,2025-03-01,2024,0,1,2,2
1.0,0.0,1,1,15125.0,2017-10-01,2017,0,9,9,1
2.0,0.0,1,2,16472.0,2014-03-01,2014,0,12,12,2
1.0,0.0,1,2,11154.0,2026-02-01,2007,0,0,19,1
2.0,0.0,1,1,19419.0,2007-09-01,2010,0,19,16,2
1.0,1.0,1,2,9100.0,2006-03-01,2025,0,20,1,1
1.0,0.0,1,1,9471.0,2010-06-01,2025,0,16,1,1
2.0,0.0,1,2,10331.0,2015-10-01,2015,0,11,11,2
1.0,1.0,1,1,15900.0,1997-05-01,2024,0,29,2,1
1.0,1.0,1,1,5200.0,2018-10-01,2018,0,8,8,1
1.0,1.0,1,1,8600.0,2018-11-01,2018,0,8,8,1
2.0,1.0,1,1,8700.0,2009-11-01,2024,0,17,2,2
1.0,0.0,1,1,25236.0,2010-06-01,2025,0,16,1,1
1.0,1.0,1,2,38.0,2008-06-01,2013,0,18,13,1
1.0,1.0,1,1,106.0,2007-09-01,2010,0,19,16,1
2.0,0.0,1,1,15975.0,2001-07-01,2025,0,25,1,2
2.0,0.0,1,2,12188.0,2007-12-01,2025,0,19,1,2
2.0,0.0,1,2,11928.0,2015-11-01,2015,0,11,11,2
1.0,0.0,1,2,13841.0,2012-04-01,2026,0,14,0,1
2.0,0.0,1,2,4269.0,2007-07-01,2024,0,19,2,2
1.0,1.0,1,2,12600.0,2007-05-01,2025,0,19,1,1
1.0,0.0,1,1,19152.0,2008-09-01,2024,0,18,2,1
2.0,0.0,1,2,19349.0,2018-07-01,2018,0,8,8,2
2.0,0.0,1,2,1703.0,1997-09-01,2024,0,29,2,2
2.0,0.0,1,1,13569.0,2011-04-01,2025,0,15,1,2
2.0,1.0,1,1,10700.0,2007-07-01,2022,0,19,4,2
2.0,1.0,1,2,14500.0,2009-07-01,2024,0,17,2,2
2.0,0.0,1,2,25621.0,2016-12-01,2016,0,10,10,2
1.0,0.0,1,1,12193.0,2017-06-01,2017,0,9,9,1
2.0,0.0,1,1,14247.0,2018-06-01,2018,0,8,8,2
2.0,1.0,0,2,13400.0,2005-10-01,2025,0,21,1,2
1.0,1.0,1,2,12500.0,2003-03-01,2003,0,23,23,1
1.0,0.0,1,2,22527.0,2007-04-01,2025,0,19,1,1
2.0,0.0,1,1,22856.0,2012-10-01,2026,0,14,0,2
2.0,0.0,1,1,20225.0,2016-02-01,2016,0,10,10,2
2.0,0.0,0,1,15742.0,2020-02-01,2020,0,6,6,2
2.0,1.0,0,1,11400.0,2008-12-01,2022,0,18,4,2
1.0,1.0,1,1,7100.0,2008-11-01,2017,0,18,9,1
2.0,0.0,1,1,15522.0,2006-12-01,2015,0,20,11,2
1.0,0.0,1,1,13930.0,2007-11-01,2010,0,19,16,1
1.0,0.0,1,2,22357.0,2015-06-01,2015,0,11,11,1
1.0,1.0,1,1,7700.0,2011-10-01,2025,0,15,1,1
2.0,0.0,1,1,58234.0,2015-03-01,2015,0,11,11,2
1.0,0.0,1,2,76966.0,2011-02-01,2025,0,15,1,1
1.0,1.0,1,2,4500.0,2016-06-01,2016,0,10,10,1
1.0,0.0,1,1,25551.0,2011-12-01,2025,0,15,1,1
1.0,0.0,1,2,21253.0,2026-03-01,2025,0,0,1,1
1.0,0.0,1,2,10274.0,2008-06-01,2022,0,18,4,1
2.0,0.0,1,2,8829.0,2020-02-01,2020,0,6,6,2
1.0,0.0,1,1,17691.0,2018-03-01,2018,0,8,8,1
1.0,0.0,1,2,15317.0,2008-05-01,2013,0,18,13,1
1.0,0.0,1,1,19612.0,2015-12-01,2015,0,11,11,1
2.0,0.0,1,1,8366.0,2015-11-01,2015,0,11,11,2
1.0,0.0,1,2,18627.0,2009-07-01,2015,0,17,11,1
2.0,0.0,1,1,23156.0,2020-02-01,2020,0,6,6,2
2.0,0.0,1,1,30041.0,2010-07-01,2025,0,16,1,2
1.0,0.0,1,1,29137.0,2011-10-01,2025,0,15,1,1
1.0,1.0,1,2,13500.0,2008-06-01,2022,0,18,4,1
1.0,0.0,1,1,17663.0,2016-11-01,2016,0,10,10,1
1.0,0.0,0,1,8540.0,2017-08-01,2017,0,9,9,1
1.0,0.0,1,1,9397.0,2008-06-01,2010,0,18,16,1
2.0,1.0,1,2,5200.0,2019-10-01,2019,0,7,7,2
2.0,0.0,1,2,35757.0,2010-04-01,2025,0,16,1,2
1.0,1.0,0,1,16600.0,2005-05-01,2015,0,21,11,1
1.0,0.0,1,2,23754.0,2003-09-01,2018,0,23,8,1
1.0,0.0,1,2,14480.0,2005-03-01,2024,0,21,2,1
2.0,1.0,1,1,9400.0,2010-11-01,2013,0,16,13,2
2.0,1.0,1,2,50.0,2011-07-01,2025,0,15,1,2
1.0,1.0,1,2,1800.0,2013-12-01,2013,0,13,13,1
1.0,0.0,1,1,27489.0,2011-02-01,2025,0,15,1,1
2.0,0.0,1,2,7846.0,2020-02-01,2020,0,6,6,2
1.0,1.0,1,2,12500.0,2020-02-01,2020,0,6,6,1
1.0,1.0,1,1,72.0,2020-02-01,2020,0,6,6,1
1.0,1.0,1,1,8800.0,2020-02-01,2020,0,6,6,1
1.0,0.0,1,1,11199.0,2010-12-01,2010,0,16,16,1
1.0,1.0,1,1,83.0,2013-10-01,2013,0,13,13,1
1.0,0.0,0,1,7217.0,2010-03-01,2010,0,16,16,1
1.0,1.0,1,2,9000.0,2015-10-01,2015,0,11,11,1
1.0,0.0,1,1,14747.0,2010-03-01,2010,0,16,16,1
1.0,0.0,1,2,8998.0,2020-02-01,2020,0,6,6,1
2.0,0.0,1,2,13653.0,2009-08-01,2016,0,17,10,2
1.0,1.0,1,2,52.0,2005-09-01,2015,0,21,11,1
1.0,1.0,1,2,56.0,2011-08-01,2025,0,15,1,1
1.0,0.0,1,2,3099.0,2002-03-01,2026,0,24,0,1
1.0,1.0,1,2,95.0,2020-02-01,2020,0,6,6,1
1.0,1.0,1,1,8200.0,2008-03-01,2014,0,18,12,0
1.0,0.0,1,2,6550.0,2005-08-01,2016,0,21,10,1
1.0,1.0,1,2,12800.0,2011-07-01,2025,0,15,1,1
2.0,0.0,1,1,15960.0,2007-07-01,2010,0,19,16,2
1.0,0.0,1,1,26575.0,2009-07-01,2025,0,17,1,1
1.0,1.0,1,2,5800.0,2008-09-01,2022,0,18,4,1
1.0,0.0,1,2,16047.0,2002-04-01,2025,0,24,1,1
2.0,1.0,1,2,5900.0,2014-09-01,2014,0,12,12,2
1.0,0.0,1,2,22722.0,2019-03-01,2019,0,7,7,1
1.0,1.0,1,2,8.0,2010-02-01,2017,0,16,9,1
2.0,0.0,1,2,14446.0,2013-11-01,2013,0,13,13,2
1.0,1.0,1,1,10500.0,2001-05-01,2024,0,25,2,1
2.0,0.0,1,2,13122.0,2026-12-01,2024,0,0,2,2
1.0,1.0,1,1,10700.0,2010-07-01,2025,0,16,1,1
2.0,0.0,1,1,15194.0,2013-12-01,2013,0,13,13,2
2.0,1.0,1,1,5400.0,2001-08-01,2022,0,25,4,2
2.0,0.0,1,2,3899.0,2007-03-01,2022,0,19,4,2
1.0,1.0,1,1,22.0,2009-10-01,2010,0,17,16,1
2.0,0.0,0,1,16464.0,2010-05-01,2026,0,16,0,2
1.0,0.0,1,1,39591.0,2008-08-01,2025,0,18,1,1
1.0,0.0,1,1,39452.0,2008-12-01,2010,0,18,16,1
2.0,0.0,1,2,27266.0,2013-11-01,2013,0,13,13,2
2.0,1.0,1,2,15400.0,2009-03-01,2026,0,17,0,2
1.0,1.0,1,1,16700.0,2013-06-01,2013,0,13,13,1
1.0,0.0,1,1,38048.0,2001-11-01,2007,0,25,19,1
1.0,0.0,1,2,7564.0,2010-11-01,2013,0,16,13,1
1.0,0.0,1,2,35203.0,1991-07-01,2010,0,35,16,1
1.0,1.0,1,2,10800.0,2005-12-01,2010,0,21,16,1
2.0,1.0,0,2,8000.0,2011-06-01,2025,0,15,1,2
1.0,0.0,1,1,4729.0,2007-08-01,2014,0,19,12,1
2.0,1.0,1,2,6400.0,2009-05-01,2024,0,17,2,2
2.0,1.0,1,1,9200.0,2007-11-01,2014,0,19,12,2
2.0,1.0,0,1,8000.0,2018-07-01,2018,0,8,8,2
2.0,0.0,1,2,17235.0,2007-05-01,2007,0,19,19,2
1.0,0.0,1,2,1.0,2010-07-01,2010,0,16,16,1
2.0,0.0,1,1,1.0,2010-04-01,2010,0,16,16,2
1.0,0.0,1,1,0.0,2026-08-01,2024,0,0,2,1
1.0,1.0,1,1,0.0,2003-10-01,2007,0,23,19,0
1.0,0.0,1,2,28850.0,2018-12-01,2018,0,8,8,1
2.0,1.0,1,2,18500.0,2015-12-01,2015,0,11,11,2
2.0,0.0,1,2,14495.0,2020-02-01,2020,0,6,6,2
2.0,0.0,1,1,10194.0,2015-11-01,2015,0,11,11,2
1.0,1.0,1,2,91.0,2011-11-01,2025,0,15,1,1
1.0,0.0,1,1,12591.0,2003-06-01,2010,0,23,16,1
1.0,0.0,0,1,10574.0,2013-03-01,2013,0,13,13,1
1.0,1.0,1,2,92.0,2007-08-01,2024,0,19,2,1
1.0,0.0,1,1,7338.0,2006-08-01,2016,0,20,10,1
